RecipeIndex,ResultItemId,ResultItemName,ResultAmount,Ingredients,CraftingStations,Conditions
574,3272,ItemName.HardenedSand,1,169:ItemName.SandBlockx1;2:ItemName.DirtBlockx1,Solidifier,
575,3271,ItemName.Sandstone,1,169:ItemName.SandBlockx1;3:ItemName.StoneBlockx1,Solidifier,
576,2173,ItemName.CopperPlating,5,3:ItemName.StoneBlockx5;12:ItemName.CopperOrex1,HeavyWorkBench,
577,2432,ItemName.CopperPlatingWall,4,2173:ItemName.CopperPlatingx1,WorkBenches,
578,2173,ItemName.CopperPlating,1,2432:ItemName.CopperPlatingWallx4,WorkBenches,NotDecraftable
579,2692,ItemName.TinPlating,5,3:ItemName.StoneBlockx5;699:ItemName.TinOrex1,HeavyWorkBench,
580,2691,ItemName.TinPlatingWall,4,2692:ItemName.TinPlatingx1,WorkBenches,
581,2692,ItemName.TinPlating,1,2691:ItemName.TinPlatingWallx4,WorkBenches,NotDecraftable
582,775,ItemName.AsphaltBlock,1,3:ItemName.StoneBlockx2;23:ItemName.Gelx1,Blendomatic,
583,1102,ItemName.LihzahrdBrickWall,4,1101:ItemName.LihzahrdBrickx1,WorkBenches,
584,1101,ItemName.LihzahrdBrick,1,1102:ItemName.LihzahrdBrickWallx4,WorkBenches,NotDecraftable
585,129,ItemName.GrayBrick,1,3:ItemName.StoneBlockx2,Furnaces,
586,130,ItemName.GrayBrickWall,4,129:ItemName.GrayBrickx1,WorkBenches,
587,129,ItemName.GrayBrick,1,130:ItemName.GrayBrickWallx4,WorkBenches,NotDecraftable
588,4415,ItemName.StoneDoor,1,129:ItemName.GrayBrickx6,HeavyWorkBench,
589,131,ItemName.RedBrick,1,133:ItemName.ClayBlockx2,Furnaces,
590,132,ItemName.RedBrickWall,4,131:ItemName.RedBrickx1,WorkBenches,
591,131,ItemName.RedBrick,1,132:ItemName.RedBrickWallx4,WorkBenches,NotDecraftable
592,145,ItemName.CopperBrick,5,3:ItemName.StoneBlockx5;12:ItemName.CopperOrex1,Furnaces,
593,146,ItemName.CopperBrickWall,4,145:ItemName.CopperBrickx1,WorkBenches,
594,145,ItemName.CopperBrick,1,146:ItemName.CopperBrickWallx4,WorkBenches,NotDecraftable
595,3951,ItemName.IronBrick,5,3:ItemName.StoneBlockx5;11:ItemName.IronOrex1,Furnaces,
596,3952,ItemName.IronBrickWall,4,3951:ItemName.IronBrickx1,WorkBenches,
597,3951,ItemName.IronBrick,1,3952:ItemName.IronBrickWallx4,WorkBenches,NotDecraftable
598,3953,ItemName.LeadBrick,5,3:ItemName.StoneBlockx5;700:ItemName.LeadOrex1,Furnaces,
599,3954,ItemName.LeadBrickWall,4,3953:ItemName.LeadBrickx1,WorkBenches,
600,3953,ItemName.LeadBrick,1,3954:ItemName.LeadBrickWallx4,WorkBenches,NotDecraftable
601,144,ItemName.SilverBrickWall,4,143:ItemName.SilverBrickx1,WorkBenches,
602,143,ItemName.SilverBrick,1,144:ItemName.SilverBrickWallx4,WorkBenches,NotDecraftable
603,143,ItemName.SilverBrick,5,3:ItemName.StoneBlockx5;14:ItemName.SilverOrex1,Furnaces,
604,142,ItemName.GoldBrickWall,4,141:ItemName.GoldBrickx1,WorkBenches,
605,141,ItemName.GoldBrick,1,142:ItemName.GoldBrickWallx4,WorkBenches,NotDecraftable
606,141,ItemName.GoldBrick,5,3:ItemName.StoneBlockx5;13:ItemName.GoldOrex1,Furnaces,
607,717,ItemName.TinBrick,5,3:ItemName.StoneBlockx5;699:ItemName.TinOrex1,Furnaces,
608,720,ItemName.TinBrickWall,4,717:ItemName.TinBrickx1,WorkBenches,
609,717,ItemName.TinBrick,1,720:ItemName.TinBrickWallx4,WorkBenches,NotDecraftable
610,721,ItemName.TungstenBrickWall,4,718:ItemName.TungstenBrickx1,WorkBenches,
611,718,ItemName.TungstenBrick,1,721:ItemName.TungstenBrickWallx4,WorkBenches,NotDecraftable
612,718,ItemName.TungstenBrick,5,3:ItemName.StoneBlockx5;701:ItemName.TungstenOrex1,Furnaces,
613,722,ItemName.PlatinumBrickWall,4,719:ItemName.PlatinumBrickx1,WorkBenches,
614,719,ItemName.PlatinumBrick,1,722:ItemName.PlatinumBrickWallx4,WorkBenches,NotDecraftable
615,719,ItemName.PlatinumBrick,5,3:ItemName.StoneBlockx5;702:ItemName.PlatinumOrex1,Furnaces,
616,214,ItemName.HellstoneBrick,5,3:ItemName.StoneBlockx5;174:ItemName.Hellstonex1,Furnaces,
617,3067,ItemName.HellstoneBrickWall,4,214:ItemName.HellstoneBrickx1,WorkBenches,
618,214,ItemName.HellstoneBrick,1,3067:ItemName.HellstoneBrickWallx4,WorkBenches,NotDecraftable
619,4533,ItemName.Lava1Echo,4,174:ItemName.Hellstonex1,WorkBenches,GraveyardBiome
620,174,ItemName.Hellstone,1,4533:ItemName.Lava1Echox4,WorkBenches,NotDecraftable
621,4534,ItemName.Lava2Echo,4,174:ItemName.Hellstonex1,WorkBenches,GraveyardBiome
622,174,ItemName.Hellstone,1,4534:ItemName.Lava2Echox4,WorkBenches,NotDecraftable
623,4535,ItemName.Lava3Echo,4,174:ItemName.Hellstonex1,WorkBenches,GraveyardBiome
624,174,ItemName.Hellstone,1,4535:ItemName.Lava3Echox4,WorkBenches,NotDecraftable
625,4536,ItemName.Lava4Echo,4,174:ItemName.Hellstonex1,WorkBenches,GraveyardBiome
626,174,ItemName.Hellstone,1,4536:ItemName.Lava4Echox4,WorkBenches,NotDecraftable
627,192,ItemName.ObsidianBrick,5,3:ItemName.StoneBlockx5;173:ItemName.Obsidianx1,Furnaces,
628,330,ItemName.ObsidianBrickWall,4,192:ItemName.ObsidianBrickx1,WorkBenches,
629,192,ItemName.ObsidianBrick,1,330:ItemName.ObsidianBrickWallx4,WorkBenches,NotDecraftable
630,4507,ItemName.ObsidianBackEcho,4,173:ItemName.Obsidianx1,WorkBenches,GraveyardBiome
631,173,ItemName.Obsidian,1,4507:ItemName.ObsidianBackEchox4,WorkBenches,NotDecraftable
632,606,ItemName.DemoniteBrickWall,4,577:ItemName.DemoniteBrickx1,WorkBenches,
633,577,ItemName.DemoniteBrick,1,606:ItemName.DemoniteBrickWallx4,WorkBenches,NotDecraftable
634,594,ItemName.SnowBrick,1,593:ItemName.SnowBlockx2,WorkBenches,
635,595,ItemName.SnowBrickWall,4,594:ItemName.SnowBrickx1,WorkBenches,
636,594,ItemName.SnowBrick,1,595:ItemName.SnowBrickWallx4,WorkBenches,NotDecraftable
637,4489,ItemName.SnowWallEcho,4,593:ItemName.SnowBlockx1,WorkBenches,GraveyardBiome
638,593,ItemName.SnowBlock,1,4489:ItemName.SnowWallEchox4,WorkBenches,NotDecraftable
639,883,ItemName.IceBrick,1,664:ItemName.IceBlockx2,WorkBenches,
640,4506,ItemName.IceEcho,4,664:ItemName.IceBlockx1,WorkBenches,GraveyardBiome
641,664,ItemName.IceBlock,1,4506:ItemName.IceEchox4,WorkBenches,NotDecraftable
642,884,ItemName.IceBrickWall,4,883:ItemName.IceBrickx1,WorkBenches,
643,883,ItemName.IceBrick,1,884:ItemName.IceBrickWallx4,WorkBenches,NotDecraftable
644,587,ItemName.CandyCaneWall,4,586:ItemName.CandyCaneBlockx1,WorkBenches,
645,586,ItemName.CandyCaneBlock,1,587:ItemName.CandyCaneWallx4,WorkBenches,NotDecraftable
646,592,ItemName.GreenCandyCaneWall,4,591:ItemName.GreenCandyCaneBlockx1,WorkBenches,
647,591,ItemName.GreenCandyCaneBlock,1,592:ItemName.GreenCandyCaneWallx4,WorkBenches,NotDecraftable
648,607,ItemName.SandstoneBrick,1,169:ItemName.SandBlockx1,Furnaces,
649,608,ItemName.SandstoneBrickWall,4,607:ItemName.SandstoneBrickx1,WorkBenches,
650,607,ItemName.SandstoneBrick,1,608:ItemName.SandstoneBrickWallx4,WorkBenches,NotDecraftable
651,4051,ItemName.SmoothSandstone,1,3271:ItemName.Sandstonex1,Furnaces,
652,4053,ItemName.SmoothSandstoneWall,4,4051:ItemName.SmoothSandstonex1,WorkBenches,
653,4051,ItemName.SmoothSandstone,1,4053:ItemName.SmoothSandstoneWallx4,WorkBenches,NotDecraftable
654,3273,ItemName.SandstoneWall,4,3271:ItemName.Sandstonex1,WorkBenches,GraveyardBiome
655,3271,ItemName.Sandstone,1,3273:ItemName.SandstoneWallx4,WorkBenches,NotDecraftable
656,4565,ItemName.BambooBlockWall,4,4564:ItemName.BambooBlockx1,WorkBenches,
657,4564,ItemName.BambooBlock,1,4565:ItemName.BambooBlockWallx4,WorkBenches,NotDecraftable
658,4547,ItemName.LargeBambooBlock,1,4564:ItemName.BambooBlockx1,Sawmill,
659,4564,ItemName.BambooBlock,1,4547:ItemName.LargeBambooBlockx1,Sawmill,
660,4548,ItemName.LargeBambooBlockWall,4,4547:ItemName.LargeBambooBlockx1,WorkBenches,
661,4547,ItemName.LargeBambooBlock,1,4548:ItemName.LargeBambooBlockWallx4,WorkBenches,NotDecraftable
662,412,ItemName.PearlstoneBrick,1,409:ItemName.PearlstoneBlockx2,Furnaces,
663,417,ItemName.PearlstoneBrickWall,4,412:ItemName.PearlstoneBrickx1,WorkBenches,
664,412,ItemName.PearlstoneBrick,1,417:ItemName.PearlstoneBrickWallx4,WorkBenches,NotDecraftable
665,4488,ItemName.PearlstoneEcho,4,409:ItemName.PearlstoneBlockx1,WorkBenches,GraveyardBiome
666,409,ItemName.PearlstoneBlock,1,4488:ItemName.PearlstoneEchox4,WorkBenches,NotDecraftable
667,4525,ItemName.Hallow1Echo,4,409:ItemName.PearlstoneBlockx1,WorkBenches,GraveyardBiome
668,409,ItemName.PearlstoneBlock,1,4525:ItemName.Hallow1Echox4,WorkBenches,NotDecraftable
669,4526,ItemName.Hallow2Echo,4,409:ItemName.PearlstoneBlockx1,WorkBenches,GraveyardBiome
670,409,ItemName.PearlstoneBlock,1,4526:ItemName.Hallow2Echox4,WorkBenches,NotDecraftable
671,4527,ItemName.Hallow3Echo,4,409:ItemName.PearlstoneBlockx1,WorkBenches,GraveyardBiome
672,409,ItemName.PearlstoneBlock,1,4527:ItemName.Hallow3Echox4,WorkBenches,NotDecraftable
673,4528,ItemName.Hallow4Echo,4,409:ItemName.PearlstoneBlockx1,WorkBenches,GraveyardBiome
674,409,ItemName.PearlstoneBlock,1,4528:ItemName.Hallow4Echox4,WorkBenches,NotDecraftable
675,609,ItemName.EbonstoneBrick,1,61:ItemName.EbonstoneBlockx2,Furnaces,
676,610,ItemName.EbonstoneBrickWall,4,609:ItemName.EbonstoneBrickx1,WorkBenches,
677,609,ItemName.EbonstoneBrick,1,610:ItemName.EbonstoneBrickWallx4,WorkBenches,NotDecraftable
678,4486,ItemName.EbonstoneEcho,4,61:ItemName.EbonstoneBlockx1,WorkBenches,GraveyardBiome
679,61,ItemName.EbonstoneBlock,1,4486:ItemName.EbonstoneEchox4,WorkBenches,NotDecraftable
680,4513,ItemName.Corruption1Echo,4,61:ItemName.EbonstoneBlockx1,WorkBenches,GraveyardBiome
681,61,ItemName.EbonstoneBlock,1,4513:ItemName.Corruption1Echox4,WorkBenches,NotDecraftable
682,4514,ItemName.Corruption2Echo,4,61:ItemName.EbonstoneBlockx1,WorkBenches,GraveyardBiome
683,61,ItemName.EbonstoneBlock,1,4514:ItemName.Corruption2Echox4,WorkBenches,NotDecraftable
684,4515,ItemName.Corruption3Echo,4,61:ItemName.EbonstoneBlockx1,WorkBenches,GraveyardBiome
685,61,ItemName.EbonstoneBlock,1,4515:ItemName.Corruption3Echox4,WorkBenches,NotDecraftable
686,4516,ItemName.Corruption4Echo,4,61:ItemName.EbonstoneBlockx1,WorkBenches,GraveyardBiome
687,61,ItemName.EbonstoneBlock,1,4516:ItemName.Corruption4Echox4,WorkBenches,NotDecraftable
688,4050,ItemName.CrimstoneBrick,1,836:ItemName.CrimstoneBlockx2,Furnaces,
689,4052,ItemName.CrimstoneBrickWall,4,4050:ItemName.CrimstoneBrickx1,WorkBenches,
690,4050,ItemName.CrimstoneBrick,1,4052:ItemName.CrimstoneBrickWallx4,WorkBenches,NotDecraftable
691,4509,ItemName.CrimstoneEcho,4,836:ItemName.CrimstoneBlockx1,WorkBenches,GraveyardBiome
692,836,ItemName.CrimstoneBlock,1,4509:ItemName.CrimstoneEchox4,WorkBenches,NotDecraftable
693,4517,ItemName.Crimson1Echo,4,836:ItemName.CrimstoneBlockx1,WorkBenches,GraveyardBiome
694,836,ItemName.CrimstoneBlock,1,4517:ItemName.Crimson1Echox4,WorkBenches,NotDecraftable
695,4518,ItemName.Crimson2Echo,4,836:ItemName.CrimstoneBlockx1,WorkBenches,GraveyardBiome
696,836,ItemName.CrimstoneBlock,1,4518:ItemName.Crimson2Echox4,WorkBenches,NotDecraftable
697,4519,ItemName.Crimson3Echo,4,836:ItemName.CrimstoneBlockx1,WorkBenches,GraveyardBiome
698,836,ItemName.CrimstoneBlock,1,4519:ItemName.Crimson3Echox4,WorkBenches,NotDecraftable
699,4520,ItemName.Crimson4Echo,4,836:ItemName.CrimstoneBlockx1,WorkBenches,GraveyardBiome
700,836,ItemName.CrimstoneBlock,1,4520:ItemName.Crimson4Echox4,WorkBenches,NotDecraftable
701,413,ItemName.IridescentBrick,1,3:ItemName.StoneBlockx1;172:ItemName.AshBlockx1,Furnaces,
702,418,ItemName.IridescentBrickWall,4,413:ItemName.IridescentBrickx1,WorkBenches,
703,413,ItemName.IridescentBrick,1,418:ItemName.IridescentBrickWallx4,WorkBenches,NotDecraftable
704,414,ItemName.MudstoneBlock,1,3:ItemName.StoneBlockx1;176:ItemName.MudBlockx1,Furnaces,
705,419,ItemName.MudstoneBrickWall,4,414:ItemName.MudstoneBlockx1,WorkBenches,
706,414,ItemName.MudstoneBlock,1,419:ItemName.MudstoneBrickWallx4,WorkBenches,NotDecraftable
707,611,ItemName.RedStucco,10,424:ItemName.SiltBlockx1;133:ItemName.ClayBlockx10,Furnaces,
708,615,ItemName.RedStuccoWall,4,611:ItemName.RedStuccox1,WorkBenches,
709,611,ItemName.RedStucco,1,615:ItemName.RedStuccoWallx4,WorkBenches,NotDecraftable
710,612,ItemName.YellowStucco,10,424:ItemName.SiltBlockx1;169:ItemName.SandBlockx10,Furnaces,
711,616,ItemName.YellowStuccoWall,4,612:ItemName.YellowStuccox1,WorkBenches,
712,612,ItemName.YellowStucco,1,616:ItemName.YellowStuccoWallx4,WorkBenches,NotDecraftable
713,613,ItemName.GreenStucco,10,424:ItemName.SiltBlockx1;3:ItemName.StoneBlockx10;255:ItemName.GreenThreadx1,Furnaces,
714,617,ItemName.GreenStuccoWall,4,613:ItemName.GreenStuccox1,WorkBenches,
715,613,ItemName.GreenStucco,1,617:ItemName.GreenStuccoWallx4,WorkBenches,NotDecraftable
716,614,ItemName.GrayStucco,10,424:ItemName.SiltBlockx1;3:ItemName.StoneBlockx10,Furnaces,
717,618,ItemName.GrayStuccoWall,4,614:ItemName.GrayStuccox1,WorkBenches,
718,614,ItemName.GrayStucco,1,618:ItemName.GrayStuccoWallx4,WorkBenches,NotDecraftable
719,3100,ItemName.MeteoriteBrick,5,3:ItemName.StoneBlockx5;116:ItemName.Meteoritex1,Furnaces,
720,3101,ItemName.MeteoriteBrickWall,4,3100:ItemName.MeteoriteBrickx1,WorkBenches,
721,3100,ItemName.MeteoriteBrick,1,3101:ItemName.MeteoriteBrickWallx4,WorkBenches,NotDecraftable
722,2793,ItemName.CrimtaneBrick,5,880:ItemName.CrimtaneOrex1;836:ItemName.CrimstoneBlockx5,Furnaces,
723,2790,ItemName.CrimtaneBrickWall,4,2793:ItemName.CrimtaneBrickx1,WorkBenches,
724,2793,ItemName.CrimtaneBrick,1,2790:ItemName.CrimtaneBrickWallx4,WorkBenches,NotDecraftable
725,415,ItemName.CobaltBrick,5,3:ItemName.StoneBlockx5;364:ItemName.CobaltOrex1,Furnaces,
726,420,ItemName.CobaltBrickWall,4,415:ItemName.CobaltBrickx1,WorkBenches,
727,415,ItemName.CobaltBrick,1,420:ItemName.CobaltBrickWallx4,WorkBenches,NotDecraftable
728,416,ItemName.MythrilBrick,5,3:ItemName.StoneBlockx5;365:ItemName.MythrilOrex1,Furnaces,
729,421,ItemName.MythrilBrickWall,4,416:ItemName.MythrilBrickx1,WorkBenches,
730,416,ItemName.MythrilBrick,1,421:ItemName.MythrilBrickWallx4,WorkBenches,NotDecraftable
731,604,ItemName.AdamantiteBeam,5,3:ItemName.StoneBlockx5;366:ItemName.AdamantiteOrex1,Furnaces,
732,605,ItemName.AdamantiteBeamWall,4,604:ItemName.AdamantiteBeamx1,WorkBenches,
733,604,ItemName.AdamantiteBeam,1,605:ItemName.AdamantiteBeamWallx4,WorkBenches,NotDecraftable
734,1589,ItemName.PalladiumColumn,5,3:ItemName.StoneBlockx5;1104:ItemName.PalladiumOrex1,Furnaces,
735,1590,ItemName.PalladiumColumnWall,4,1589:ItemName.PalladiumColumnx1,WorkBenches,
736,1589,ItemName.PalladiumColumn,1,1590:ItemName.PalladiumColumnWallx4,WorkBenches,NotDecraftable
737,1591,ItemName.BubblegumBlock,5,3:ItemName.StoneBlockx5;1105:ItemName.OrichalcumOrex1,Furnaces,
738,1592,ItemName.BubblegumBlockWall,4,1591:ItemName.BubblegumBlockx1,WorkBenches,
739,1591,ItemName.BubblegumBlock,1,1592:ItemName.BubblegumBlockWallx4,WorkBenches,NotDecraftable
740,1593,ItemName.TitanstoneBlock,5,3:ItemName.StoneBlockx5;1106:ItemName.TitaniumOrex1,Furnaces,
741,1594,ItemName.TitanstoneBlockWall,4,1593:ItemName.TitanstoneBlockx1,WorkBenches,
742,1593,ItemName.TitanstoneBlock,1,1594:ItemName.TitanstoneBlockWallx4,WorkBenches,NotDecraftable
743,2792,ItemName.ChlorophyteBrick,5,3:ItemName.StoneBlockx5;947:ItemName.ChlorophyteOrex1,Furnaces,
744,2789,ItemName.ChlorophyteBrickWall,4,2792:ItemName.ChlorophyteBrickx1,WorkBenches,
745,2792,ItemName.ChlorophyteBrick,1,2789:ItemName.ChlorophyteBrickWallx4,WorkBenches,NotDecraftable
746,2794,ItemName.ShroomitePlating,25,3:ItemName.StoneBlockx25;1552:ItemName.ShroomiteBarx1,Furnaces,
747,2791,ItemName.ShroomitePlatingWall,4,2794:ItemName.ShroomitePlatingx1,WorkBenches,
748,2794,ItemName.ShroomitePlating,1,2791:ItemName.ShroomitePlatingWallx4,WorkBenches,NotDecraftable
749,3461,ItemName.LunarBrick,5,3:ItemName.StoneBlockx5;3460:ItemName.LunarOrex1,Furnaces,
750,3472,ItemName.LunarBrickWall,4,3461:ItemName.LunarBrickx1,WorkBenches,
751,3461,ItemName.LunarBrick,1,3472:ItemName.LunarBrickWallx4,WorkBenches,NotDecraftable
752,5409,ItemName.LunarRustBrickWall,4,5401:ItemName.LunarRustBrickx1,WorkBenches,
753,5401,ItemName.LunarRustBrick,1,5409:ItemName.LunarRustBrickWallx4,WorkBenches,NotDecraftable
754,5410,ItemName.DarkCelestialBrickWall,4,5402:ItemName.DarkCelestialBrickx1,WorkBenches,
755,5402,ItemName.DarkCelestialBrick,1,5410:ItemName.DarkCelestialBrickWallx4,WorkBenches,NotDecraftable
756,5411,ItemName.AstraBrickWall,4,5403:ItemName.AstraBrickx1,WorkBenches,
757,5403,ItemName.AstraBrick,1,5411:ItemName.AstraBrickWallx4,WorkBenches,NotDecraftable
758,5412,ItemName.CosmicEmberBrickWall,4,5404:ItemName.CosmicEmberBrickx1,WorkBenches,
759,5404,ItemName.CosmicEmberBrick,1,5412:ItemName.CosmicEmberBrickWallx4,WorkBenches,NotDecraftable
760,5413,ItemName.CryocoreBrickWall,4,5405:ItemName.CryocoreBrickx1,WorkBenches,
761,5405,ItemName.CryocoreBrick,1,5413:ItemName.CryocoreBrickWallx4,WorkBenches,NotDecraftable
762,5414,ItemName.MercuryBrickWall,4,5406:ItemName.MercuryBrickx1,WorkBenches,
763,5406,ItemName.MercuryBrick,1,5414:ItemName.MercuryBrickWallx4,WorkBenches,NotDecraftable
764,5415,ItemName.StarRoyaleBrickWall,4,5407:ItemName.StarRoyaleBrickx1,WorkBenches,
765,5407,ItemName.StarRoyaleBrick,1,5415:ItemName.StarRoyaleBrickWallx4,WorkBenches,NotDecraftable
766,5416,ItemName.HeavenforgeBrickWall,4,5408:ItemName.HeavenforgeBrickx1,WorkBenches,
767,5408,ItemName.HeavenforgeBrick,1,5416:ItemName.HeavenforgeBrickWallx4,WorkBenches,NotDecraftable
768,5418,ItemName.AncientBlueDungeonBrickWall,4,5417:ItemName.AncientBlueDungeonBrickx1,WorkBenches,
769,5417,ItemName.AncientBlueDungeonBrick,1,5418:ItemName.AncientBlueDungeonBrickWallx4,WorkBenches,NotDecraftable
770,5420,ItemName.AncientGreenDungeonBrickWall,4,5419:ItemName.AncientGreenDungeonBrickx1,WorkBenches,
771,5419,ItemName.AncientGreenDungeonBrick,1,5420:ItemName.AncientGreenDungeonBrickWallx4,WorkBenches,NotDecraftable
772,5422,ItemName.AncientPinkDungeonBrickWall,4,5421:ItemName.AncientPinkDungeonBrickx1,WorkBenches,
773,5421,ItemName.AncientPinkDungeonBrick,1,5422:ItemName.AncientPinkDungeonBrickWallx4,WorkBenches,NotDecraftable
774,5424,ItemName.AncientGoldBrickWall,4,5423:ItemName.AncientGoldBrickx1,WorkBenches,
775,5423,ItemName.AncientGoldBrick,1,5424:ItemName.AncientGoldBrickWallx4,WorkBenches,NotDecraftable
776,5426,ItemName.AncientSilverBrickWall,4,5425:ItemName.AncientSilverBrickx1,WorkBenches,
777,5425,ItemName.AncientSilverBrick,1,5426:ItemName.AncientSilverBrickWallx4,WorkBenches,NotDecraftable
778,5428,ItemName.AncientCopperBrickWall,4,5427:ItemName.AncientCopperBrickx1,WorkBenches,
779,5427,ItemName.AncientCopperBrick,1,5428:ItemName.AncientCopperBrickWallx4,WorkBenches,NotDecraftable
780,5436,ItemName.AncientHellstoneBrickWall,4,5435:ItemName.AncientHellstoneBrickx1,WorkBenches,
781,5435,ItemName.AncientHellstoneBrick,1,5436:ItemName.AncientHellstoneBrickWallx4,WorkBenches,NotDecraftable
782,5434,ItemName.AncientObsidianBrickWall,4,5433:ItemName.AncientObsidianBrickx1,WorkBenches,
783,5433,ItemName.AncientObsidianBrick,1,5434:ItemName.AncientObsidianBrickWallx4,WorkBenches,NotDecraftable
784,5432,ItemName.AncientMythrilBrickWall,4,5431:ItemName.AncientMythrilBrickx1,WorkBenches,
785,5431,ItemName.AncientMythrilBrick,1,5432:ItemName.AncientMythrilBrickWallx4,WorkBenches,NotDecraftable
786,5430,ItemName.AncientCobaltBrickWall,4,5429:ItemName.AncientCobaltBrickx1,WorkBenches,
787,5429,ItemName.AncientCobaltBrick,1,5430:ItemName.AncientCobaltBrickWallx4,WorkBenches,NotDecraftable
788,5439,ItemName.LavaMossBlock,10,4354:ItemName.LavaMossx1;133:ItemName.ClayBlockx10,Furnaces,
789,5440,ItemName.ArgonMossBlock,10,4389:ItemName.ArgonMossx1;133:ItemName.ClayBlockx10,Furnaces,
790,5441,ItemName.KryptonMossBlock,10,4377:ItemName.KryptonMossx1;133:ItemName.ClayBlockx10,Furnaces,
791,5442,ItemName.XenonMossBlock,10,4378:ItemName.XenonMossx1;133:ItemName.ClayBlockx10,Furnaces,
792,5443,ItemName.VioletMossBlock,10,5127:ItemName.VioletMossx1;133:ItemName.ClayBlockx10,Furnaces,
793,5444,ItemName.RainbowMossBlock,10,5128:ItemName.RainbowMossx1;133:ItemName.ClayBlockx10,Furnaces,
794,5397,ItemName.ShimmerWall,4,5349:ItemName.ShimmerBlockx1,WorkBenches,
795,5349,ItemName.ShimmerBlock,1,5397:ItemName.ShimmerWallx4,WorkBenches,NotDecraftable
796,5398,ItemName.ShimmerBrick,1,5349:ItemName.ShimmerBlockx1;3:ItemName.StoneBlockx1,Furnaces,
797,5399,ItemName.ShimmerBrickWall,4,5398:ItemName.ShimmerBrickx1,WorkBenches,
798,5398,ItemName.ShimmerBrick,1,5399:ItemName.ShimmerBrickWallx4,WorkBenches,NotDecraftable
799,5445,ItemName.LavaMossBlockWall,4,5439:ItemName.LavaMossBlockx1,WorkBenches,
800,5439,ItemName.LavaMossBlock,1,5445:ItemName.LavaMossBlockWallx4,WorkBenches,NotDecraftable
801,5446,ItemName.ArgonMossBlockWall,4,5440:ItemName.ArgonMossBlockx1,WorkBenches,
802,5440,ItemName.ArgonMossBlock,1,5446:ItemName.ArgonMossBlockWallx4,WorkBenches,NotDecraftable
803,5447,ItemName.KryptonMossBlockWall,4,5441:ItemName.KryptonMossBlockx1,WorkBenches,
804,5441,ItemName.KryptonMossBlock,1,5447:ItemName.KryptonMossBlockWallx4,WorkBenches,NotDecraftable
805,5448,ItemName.XenonMossBlockWall,4,5442:ItemName.XenonMossBlockx1,WorkBenches,
806,5442,ItemName.XenonMossBlock,1,5448:ItemName.XenonMossBlockWallx4,WorkBenches,NotDecraftable
807,5449,ItemName.VioletMossBlockWall,4,5443:ItemName.VioletMossBlockx1,WorkBenches,
808,5443,ItemName.VioletMossBlock,1,5449:ItemName.VioletMossBlockWallx4,WorkBenches,NotDecraftable
809,5450,ItemName.RainbowMossBlockWall,4,5444:ItemName.RainbowMossBlockx1,WorkBenches,
810,5444,ItemName.RainbowMossBlock,1,5450:ItemName.RainbowMossBlockWallx4,WorkBenches,NotDecraftable
811,3573,ItemName.LunarBlockSolar,5,3458:ItemName.FragmentSolarx1;3:ItemName.StoneBlockx5,LunarCraftingStation,
812,3574,ItemName.LunarBlockVortex,5,3456:ItemName.FragmentVortexx1;3:ItemName.StoneBlockx5,LunarCraftingStation,
813,3575,ItemName.LunarBlockNebula,5,3457:ItemName.FragmentNebulax1;3:ItemName.StoneBlockx5,LunarCraftingStation,
814,3576,ItemName.LunarBlockStardust,5,3459:ItemName.FragmentStardustx1;3:ItemName.StoneBlockx5,LunarCraftingStation,
815,3234,ItemName.CrystalBlock,5,3:ItemName.StoneBlockx5;502:ItemName.CrystalShardx1,AdamantiteForge,
816,3238,ItemName.CrystalBlockWall,4,3234:ItemName.CrystalBlockx1,WorkBenches,
817,3234,ItemName.CrystalBlock,1,3238:ItemName.CrystalBlockWallx4,WorkBenches,NotDecraftable
818,2435,ItemName.CoralstoneBlock,5,3:ItemName.StoneBlockx5;275:ItemName.Coralx1,,Water
819,5306,ItemName.ReefBlock,10,3:ItemName.StoneBlockx10;275:ItemName.Coralx1;2625:ItemName.Seashellx1,,Water
820,5307,ItemName.ReefWall,4,5306:ItemName.ReefBlockx1,WorkBenches,
821,5306,ItemName.ReefBlock,1,5307:ItemName.ReefWallx4,WorkBenches,NotDecraftable
822,5396,ItemName.PoopWall,4,5395:ItemName.PoopBlockx1,WorkBenches,
823,5395,ItemName.PoopBlock,1,5396:ItemName.PoopWallx4,WorkBenches,NotDecraftable
824,577,ItemName.DemoniteBrick,5,56:ItemName.DemoniteOrex1;61:ItemName.EbonstoneBlockx5,Furnaces,
825,176,ItemName.MudBlock,1,2:ItemName.DirtBlockx1,,Water
826,4487,ItemName.MudWallEcho,4,176:ItemName.MudBlockx1,WorkBenches,GraveyardBiome
827,176,ItemName.MudBlock,1,4487:ItemName.MudWallEchox4,WorkBenches,NotDecraftable
828,30,ItemName.DirtWall,4,2:ItemName.DirtBlockx1,WorkBenches,
829,2,ItemName.DirtBlock,1,30:ItemName.DirtWallx4,WorkBenches,NotDecraftable
830,4501,ItemName.Cave6Echo,4,2:ItemName.DirtBlockx1,WorkBenches,GraveyardBiome
831,2,ItemName.DirtBlock,1,4501:ItemName.Cave6Echox4,WorkBenches,NotDecraftable
832,4510,ItemName.CaveWall1Echo,4,2:ItemName.DirtBlockx1,WorkBenches,GraveyardBiome
