InputItemId,InputItemName,OutputItemId,OutputItemName,OutputAmount,Type
778,ItemName.AdamantitePickaxe,391,ItemName.AdamantiteBar,18,deconstruct
785,ItemName.HarpyWings,575,ItemName.SoulofFlight,20,deconstruct
785,ItemName.HarpyWings,1516,ItemName.GiantHarpyFeather,1,deconstruct
786,ItemName.BoneWings,575,ItemName.SoulofFlight,20,deconstruct
786,ItemName.BoneWings,1517,ItemName.BoneFeather,1,deconstruct
792,ItemName.CrimsonHelmet,1257,ItemName.CrimtaneBar,15,deconstruct
792,ItemName.CrimsonHelmet,1329,ItemName.TissueSample,10,deconstruct
793,ItemName.CrimsonScalemail,1257,ItemName.CrimtaneBar,25,deconstruct
793,ItemName.CrimsonScalemail,1329,ItemName.TissueSample,20,deconstruct
794,ItemName.CrimsonGreaves,1257,ItemName.CrimtaneBar,20,deconstruct
794,ItemName.CrimsonGreaves,1329,ItemName.TissueSample,15,deconstruct
795,ItemName.BloodButcherer,1257,ItemName.CrimtaneBar,10,deconstruct
796,ItemName.TendonBow,1257,ItemName.CrimtaneBar,8,deconstruct
797,ItemName.FleshGrinder,1257,ItemName.CrimtaneBar,10,deconstruct
797,ItemName.FleshGrinder,1329,ItemName.TissueSample,5,deconstruct
798,ItemName.DeathbringerPickaxe,1257,ItemName.CrimtaneBar,12,deconstruct
798,ItemName.DeathbringerPickaxe,1329,ItemName.TissueSample,6,deconstruct
799,ItemName.BloodLustCluster,1257,ItemName.CrimtaneBar,10,deconstruct
801,ItemName.TheMeatball,1257,ItemName.CrimtaneBar,10,deconstruct
801,ItemName.TheMeatball,1329,ItemName.TissueSample,5,deconstruct
806,ItemName.LivingWoodChair,9,ItemName.Wood,4,deconstruct
807,ItemName.CactusChair,276,ItemName.Cactus,4,deconstruct
808,ItemName.BoneChair,154,ItemName.Bone,4,deconstruct
809,ItemName.FleshChair,763,ItemName.FleshBlock,4,deconstruct
810,ItemName.MushroomChair,183,ItemName.GlowingMushroom,4,deconstruct
811,ItemName.BoneWorkBench,154,ItemName.Bone,10,deconstruct
812,ItemName.CactusWorkBench,276,ItemName.Cactus,10,deconstruct
813,ItemName.FleshWorkBench,763,ItemName.FleshBlock,10,deconstruct
814,ItemName.MushroomWorkBench,183,ItemName.GlowingMushroom,10,deconstruct
815,ItemName.SlimeWorkBench,762,ItemName.SlimeBlock,10,deconstruct
816,ItemName.CactusDoor,276,ItemName.Cactus,6,deconstruct
817,ItemName.FleshDoor,763,ItemName.FleshBlock,6,deconstruct
818,ItemName.MushroomDoor,183,ItemName.GlowingMushroom,6,deconstruct
819,ItemName.LivingWoodDoor,9,ItemName.Wood,6,deconstruct
820,ItemName.BoneDoor,154,ItemName.Bone,6,deconstruct
821,ItemName.FlameWings,575,ItemName.SoulofFlight,20,deconstruct
821,ItemName.FlameWings,1518,ItemName.FireFeather,1,deconstruct
822,ItemName.FrozenWings,575,ItemName.SoulofFlight,20,deconstruct
822,ItemName.FrozenWings,1519,ItemName.IceFeather,1,deconstruct
823,ItemName.GhostWings,575,ItemName.SoulofFlight,20,deconstruct
823,ItemName.GhostWings,3261,ItemName.SpectreBar,10,deconstruct
824,ItemName.SunplateBlock,3,ItemName.StoneBlock,25,deconstruct
824,ItemName.SunplateBlock,75,ItemName.FallenStar,1,deconstruct
825,ItemName.DiscWall,824,ItemName.SunplateBlock,1,deconstruct
826,ItemName.SkywareChair,824,ItemName.SunplateBlock,4,deconstruct
827,ItemName.BoneTable,154,ItemName.Bone,8,deconstruct
828,ItemName.FleshTable,763,ItemName.FleshBlock,8,deconstruct
829,ItemName.LivingWoodTable,9,ItemName.Wood,8,deconstruct
830,ItemName.SkywareTable,824,ItemName.SunplateBlock,8,deconstruct
831,ItemName.LivingWoodChest,9,ItemName.Wood,8,deconstruct
831,ItemName.LivingWoodChest,22,ItemName.IronBar,2,deconstruct
832,ItemName.LivingWoodWand,4281,ItemName.BabyBirdStaff,1,item_transform
837,ItemName.SkywareDoor,824,ItemName.SunplateBlock,6,deconstruct
838,ItemName.SkywareChest,22,ItemName.IronBar,2,deconstruct
838,ItemName.SkywareChest,824,ItemName.SunplateBlock,8,deconstruct
848,ItemName.PharaohsMask,857,ItemName.SandstorminaBottle,1,item_transform
854,ItemName.DiscountCard,855,ItemName.LuckyCoin,1,item_transform
855,ItemName.LuckyCoin,3033,ItemName.GoldRing,1,item_transform
857,ItemName.SandstorminaBottle,848,ItemName.PharaohsMask,1,item_transform
858,ItemName.BorealWoodSofa,225,ItemName.Silk,2,deconstruct
858,ItemName.BorealWoodSofa,2503,ItemName.BorealWood,5,deconstruct
860,ItemName.CharmofMyths,49,ItemName.BandofRegeneration,1,deconstruct
860,ItemName.CharmofMyths,535,ItemName.PhilosophersStone,1,deconstruct
861,ItemName.MoonShell,485,ItemName.MoonCharm,1,deconstruct
861,ItemName.MoonShell,497,ItemName.NeptunesShell,1,deconstruct
862,ItemName.StarVeil,532,ItemName.StarCloak,1,deconstruct
862,ItemName.StarVeil,554,ItemName.CrossNecklace,1,deconstruct
866,ItemName.PharaohsRobe,934,ItemName.FlyingCarpet,1,item_transform
881,ItemName.CactusSword,276,ItemName.Cactus,10,deconstruct
882,ItemName.CactusPickaxe,276,ItemName.Cactus,15,deconstruct
883,ItemName.IceBrick,664,ItemName.IceBlock,2,deconstruct
884,ItemName.IceBrickWall,883,ItemName.IceBrick,1,deconstruct
885,ItemName.AdhesiveBandage,887,ItemName.Bezoar,1,item_transform
886,ItemName.ArmorPolish,892,ItemName.Vitamins,1,item_transform
887,ItemName.Bezoar,885,ItemName.AdhesiveBandage,1,item_transform
888,ItemName.Blindfold,3781,ItemName.PocketMirror,1,item_transform
889,ItemName.FastClock,893,ItemName.TrifoldMap,1,item_transform
890,ItemName.Megaphone,891,ItemName.Nazar,1,item_transform
891,ItemName.Nazar,890,ItemName.Megaphone,1,item_transform
892,ItemName.Vitamins,886,ItemName.ArmorPolish,1,item_transform
893,ItemName.TrifoldMap,889,ItemName.FastClock,1,item_transform
894,ItemName.CactusHelmet,276,ItemName.Cactus,20,deconstruct
895,ItemName.CactusBreastplate,276,ItemName.Cactus,30,deconstruct
896,ItemName.CactusLeggings,276,ItemName.Cactus,25,deconstruct
897,ItemName.PowerGlove,211,ItemName.FeralClaws,1,deconstruct
897,ItemName.PowerGlove,536,ItemName.TitanGlove,1,deconstruct
898,ItemName.LightningBoots,212,ItemName.AnkletoftheWind,1,deconstruct
898,ItemName.LightningBoots,285,ItemName.Aglet,1,deconstruct
898,ItemName.LightningBoots,405,ItemName.SpectreBoots,1,deconstruct
901,ItemName.ArmorBracing,886,ItemName.ArmorPolish,1,deconstruct
901,ItemName.ArmorBracing,892,ItemName.Vitamins,1,deconstruct
902,ItemName.MedicatedBandage,885,ItemName.AdhesiveBandage,1,deconstruct
902,ItemName.MedicatedBandage,887,ItemName.Bezoar,1,deconstruct
903,ItemName.ThePlan,889,ItemName.FastClock,1,deconstruct
903,ItemName.ThePlan,893,ItemName.TrifoldMap,1,deconstruct
904,ItemName.CountercurseMantra,890,ItemName.Megaphone,1,deconstruct
904,ItemName.CountercurseMantra,891,ItemName.Nazar,1,deconstruct
906,ItemName.LavaCharm,1322,ItemName.MagmaStone,1,item_transform
907,ItemName.ObsidianWaterWalkingBoots,193,ItemName.ObsidianSkull,1,deconstruct
907,ItemName.ObsidianWaterWalkingBoots,863,ItemName.WaterWalkingBoots,1,deconstruct
908,ItemName.LavaWaders,906,ItemName.LavaCharm,1,deconstruct
908,ItemName.LavaWaders,907,ItemName.ObsidianWaterWalkingBoots,1,deconstruct
908,ItemName.LavaWaders,1323,ItemName.ObsidianRose,1,deconstruct
911,ItemName.Shadewood,9,ItemName.Wood,1,item_transform
912,ItemName.ShadewoodDoor,911,ItemName.Shadewood,6,deconstruct
913,ItemName.ShadewoodPlatform,911,ItemName.Shadewood,1,deconstruct
914,ItemName.ShadewoodChest,22,ItemName.IronBar,2,deconstruct
914,ItemName.ShadewoodChest,911,ItemName.Shadewood,8,deconstruct
915,ItemName.ShadewoodChair,911,ItemName.Shadewood,4,deconstruct
916,ItemName.ShadewoodWorkBench,911,ItemName.Shadewood,10,deconstruct
917,ItemName.ShadewoodTable,911,ItemName.Shadewood,8,deconstruct
918,ItemName.ShadewoodDresser,911,ItemName.Shadewood,16,deconstruct
919,ItemName.ShadewoodPiano,149,ItemName.Book,1,deconstruct
919,ItemName.ShadewoodPiano,154,ItemName.Bone,4,deconstruct
919,ItemName.ShadewoodPiano,911,ItemName.Shadewood,15,deconstruct
920,ItemName.ShadewoodBed,225,ItemName.Silk,5,deconstruct
920,ItemName.ShadewoodBed,911,ItemName.Shadewood,15,deconstruct
921,ItemName.ShadewoodSword,911,ItemName.Shadewood,7,deconstruct
922,ItemName.ShadewoodHammer,911,ItemName.Shadewood,8,deconstruct
923,ItemName.ShadewoodBow,911,ItemName.Shadewood,10,deconstruct
924,ItemName.ShadewoodHelmet,911,ItemName.Shadewood,20,deconstruct
925,ItemName.ShadewoodBreastplate,911,ItemName.Shadewood,30,deconstruct
926,ItemName.ShadewoodGreaves,911,ItemName.Shadewood,25,deconstruct
927,ItemName.ShadewoodWall,911,ItemName.Shadewood,1,deconstruct
931,ItemName.Flare,5380,ItemName.ShimmerFlare,1,item_transform
934,ItemName.FlyingCarpet,866,ItemName.PharaohsRobe,1,item_transform
935,ItemName.AvengerEmblem,490,ItemName.WarriorEmblem,1,deconstruct
935,ItemName.AvengerEmblem,547,ItemName.SoulofFright,5,deconstruct
935,ItemName.AvengerEmblem,548,ItemName.SoulofMight,5,deconstruct
935,ItemName.AvengerEmblem,549,ItemName.SoulofSight,5,deconstruct
936,ItemName.MechanicalGlove,897,ItemName.PowerGlove,1,deconstruct
936,ItemName.MechanicalGlove,935,ItemName.AvengerEmblem,1,deconstruct
947,ItemName.ChlorophyteOre,1106,ItemName.TitaniumOre,1,item_transform
949,ItemName.Snowball,593,ItemName.SnowBlock,1,deconstruct
954,ItemName.AncientIronHelmet,90,ItemName.IronHelmet,1,item_transform
955,ItemName.AncientGoldHelmet,92,ItemName.GoldHelmet,1,item_transform
956,ItemName.AncientShadowHelmet,102,ItemName.ShadowHelmet,1,item_transform
957,ItemName.AncientShadowScalemail,101,ItemName.ShadowScalemail,1,item_transform
958,ItemName.AncientShadowGreaves,100,ItemName.ShadowGreaves,1,item_transform
959,ItemName.AncientNecroHelmet,151,ItemName.NecroHelmet,1,item_transform
960,ItemName.AncientCobaltHelmet,228,ItemName.JungleHat,1,item_transform
961,ItemName.AncientCobaltBreastplate,229,ItemName.JungleShirt,1,item_transform
962,ItemName.AncientCobaltLeggings,230,ItemName.JunglePants,1,item_transform
966,ItemName.Campfire,5357,ItemName.ShimmerCampfire,1,item_transform
968,ItemName.MarshmallowonaStick,9,ItemName.Wood,1,deconstruct
968,ItemName.MarshmallowonaStick,967,ItemName.Marshmallow,1,deconstruct
974,ItemName.IceTorch,5353,ItemName.ShimmerTorch,1,item_transform
976,ItemName.TigerClimbingGear,953,ItemName.ClimbingClaws,1,deconstruct
976,ItemName.TigerClimbingGear,975,ItemName.ShoeSpikes,1,deconstruct
978,ItemName.PinkEskimoHood,803,ItemName.EskimoHood,1,deconstruct
978,ItemName.PinkEskimoHood,981,ItemName.PinkThread,3,deconstruct
979,ItemName.PinkEskimoCoat,804,ItemName.EskimoCoat,1,deconstruct
979,ItemName.PinkEskimoCoat,981,ItemName.PinkThread,3,deconstruct
980,ItemName.PinkEskimoPants,805,ItemName.EskimoPants,1,deconstruct
980,ItemName.PinkEskimoPants,981,ItemName.PinkThread,3,deconstruct
982,ItemName.ManaRegenerationBand,49,ItemName.BandofRegeneration,1,deconstruct
982,ItemName.ManaRegenerationBand,111,ItemName.BandofStarpower,1,deconstruct
983,ItemName.SandstorminaBalloon,159,ItemName.ShinyRedBalloon,1,deconstruct
983,ItemName.SandstorminaBalloon,857,ItemName.SandstorminaBottle,1,deconstruct
984,ItemName.MasterNinjaGear,963,ItemName.BlackBelt,1,deconstruct
984,ItemName.MasterNinjaGear,976,ItemName.TigerClimbingGear,1,deconstruct
984,ItemName.MasterNinjaGear,977,ItemName.Tabi,1,deconstruct
985,ItemName.RopeCoil,965,ItemName.Rope,10,deconstruct
988,ItemName.FrostburnArrow,40,ItemName.WoodenArrow,10,deconstruct
988,ItemName.FrostburnArrow,974,ItemName.IceTorch,1,deconstruct
990,ItemName.PickaxeAxe,547,ItemName.SoulofFright,1,deconstruct
990,ItemName.PickaxeAxe,548,ItemName.SoulofMight,1,deconstruct
990,ItemName.PickaxeAxe,549,ItemName.SoulofSight,1,deconstruct
990,ItemName.PickaxeAxe,1225,ItemName.HallowedBar,18,deconstruct
991,ItemName.CobaltWaraxe,381,ItemName.CobaltBar,10,deconstruct
992,ItemName.MythrilWaraxe,382,ItemName.MythrilBar,10,deconstruct
993,ItemName.AdamantiteWaraxe,391,ItemName.AdamantiteBar,12,deconstruct
1001,ItemName.ChlorophyteMask,1006,ItemName.ChlorophyteBar,12,deconstruct
1002,ItemName.ChlorophyteHelmet,1006,ItemName.ChlorophyteBar,12,deconstruct
1003,ItemName.ChlorophyteHeadgear,1006,ItemName.ChlorophyteBar,12,deconstruct
1004,ItemName.ChlorophytePlateMail,1006,ItemName.ChlorophyteBar,24,deconstruct
1005,ItemName.ChlorophyteGreaves,1006,ItemName.ChlorophyteBar,18,deconstruct
1006,ItemName.ChlorophyteBar,947,ItemName.ChlorophyteOre,5,deconstruct
1007,ItemName.RedDye,1115,ItemName.RedHusk,1,deconstruct
1008,ItemName.OrangeDye,1114,ItemName.OrangeBloodroot,1,deconstruct
1009,ItemName.YellowDye,1110,ItemName.YellowMarigold,1,deconstruct
1010,ItemName.LimeDye,1112,ItemName.LimeKelp,1,deconstruct
1011,ItemName.GreenDye,1108,ItemName.GreenMushroom,1,deconstruct
1012,ItemName.TealDye,1107,ItemName.TealMushroom,1,deconstruct
1013,ItemName.CyanDye,1116,ItemName.CyanHusk,1,deconstruct
1014,ItemName.SkyBlueDye,1109,ItemName.SkyBlueFlower,1,deconstruct
1015,ItemName.BlueDye,1111,ItemName.BlueBerries,1,deconstruct
1016,ItemName.PurpleDye,1118,ItemName.PurpleMucos,1,deconstruct
1017,ItemName.VioletDye,1117,ItemName.VioletHusk,1,deconstruct
1018,ItemName.PinkDye,1113,ItemName.PinkPricklyPear,1,deconstruct
1019,ItemName.RedandBlackDye,1007,ItemName.RedDye,1,deconstruct
1019,ItemName.RedandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1020,ItemName.OrangeandBlackDye,1008,ItemName.OrangeDye,1,deconstruct
1020,ItemName.OrangeandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1021,ItemName.YellowandBlackDye,1009,ItemName.YellowDye,1,deconstruct
1021,ItemName.YellowandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1022,ItemName.LimeandBlackDye,1010,ItemName.LimeDye,1,deconstruct
1022,ItemName.LimeandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1023,ItemName.GreenandBlackDye,1011,ItemName.GreenDye,1,deconstruct
1023,ItemName.GreenandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1024,ItemName.TealandBlackDye,1012,ItemName.TealDye,1,deconstruct
1024,ItemName.TealandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1025,ItemName.CyanandBlackDye,1013,ItemName.CyanDye,1,deconstruct
1025,ItemName.CyanandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1026,ItemName.SkyBlueandBlackDye,1014,ItemName.SkyBlueDye,1,deconstruct
1026,ItemName.SkyBlueandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1027,ItemName.BlueandBlackDye,1015,ItemName.BlueDye,1,deconstruct
1027,ItemName.BlueandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1028,ItemName.PurpleandBlackDye,1016,ItemName.PurpleDye,1,deconstruct
1028,ItemName.PurpleandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1029,ItemName.VioletandBlackDye,1017,ItemName.VioletDye,1,deconstruct
1029,ItemName.VioletandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1030,ItemName.PinkandBlackDye,1018,ItemName.PinkDye,1,deconstruct
1030,ItemName.PinkandBlackDye,1050,ItemName.BlackDye,1,deconstruct
1031,ItemName.FlameDye,1007,ItemName.RedDye,1,deconstruct
1031,ItemName.FlameDye,1008,ItemName.OrangeDye,1,deconstruct
1031,ItemName.FlameDye,1009,ItemName.YellowDye,1,deconstruct
1032,ItemName.FlameAndBlackDye,1031,ItemName.FlameDye,1,deconstruct
1032,ItemName.FlameAndBlackDye,1050,ItemName.BlackDye,1,deconstruct
1033,ItemName.GreenFlameDye,1009,ItemName.YellowDye,1,deconstruct
1033,ItemName.GreenFlameDye,1010,ItemName.LimeDye,1,deconstruct
1033,ItemName.GreenFlameDye,1011,ItemName.GreenDye,1,deconstruct
1034,ItemName.GreenFlameAndBlackDye,1033,ItemName.GreenFlameDye,1,deconstruct
1034,ItemName.GreenFlameAndBlackDye,1050,ItemName.BlackDye,1,deconstruct
1035,ItemName.BlueFlameDye,1013,ItemName.CyanDye,1,deconstruct
1035,ItemName.BlueFlameDye,1014,ItemName.SkyBlueDye,1,deconstruct
1035,ItemName.BlueFlameDye,1015,ItemName.BlueDye,1,deconstruct
1036,ItemName.BlueFlameAndBlackDye,1035,ItemName.BlueFlameDye,1,deconstruct
1036,ItemName.BlueFlameAndBlackDye,1050,ItemName.BlackDye,1,deconstruct
1038,ItemName.BrightRedDye,1007,ItemName.RedDye,1,deconstruct
1038,ItemName.BrightRedDye,1037,ItemName.SilverDye,1,deconstruct
1039,ItemName.BrightOrangeDye,1008,ItemName.OrangeDye,1,deconstruct
1039,ItemName.BrightOrangeDye,1037,ItemName.SilverDye,1,deconstruct
1040,ItemName.BrightYellowDye,1009,ItemName.YellowDye,1,deconstruct
1040,ItemName.BrightYellowDye,1037,ItemName.SilverDye,1,deconstruct
1041,ItemName.BrightLimeDye,1010,ItemName.LimeDye,1,deconstruct
1041,ItemName.BrightLimeDye,1037,ItemName.SilverDye,1,deconstruct
1042,ItemName.BrightGreenDye,1011,ItemName.GreenDye,1,deconstruct
1042,ItemName.BrightGreenDye,1037,ItemName.SilverDye,1,deconstruct
1043,ItemName.BrightTealDye,1012,ItemName.TealDye,1,deconstruct
1043,ItemName.BrightTealDye,1037,ItemName.SilverDye,1,deconstruct
1044,ItemName.BrightCyanDye,1013,ItemName.CyanDye,1,deconstruct
1044,ItemName.BrightCyanDye,1037,ItemName.SilverDye,1,deconstruct
1045,ItemName.BrightSkyBlueDye,1014,ItemName.SkyBlueDye,1,deconstruct
1045,ItemName.BrightSkyBlueDye,1037,ItemName.SilverDye,1,deconstruct
1046,ItemName.BrightBlueDye,1015,ItemName.BlueDye,1,deconstruct
1046,ItemName.BrightBlueDye,1037,ItemName.SilverDye,1,deconstruct
1047,ItemName.BrightPurpleDye,1016,ItemName.PurpleDye,1,deconstruct
1047,ItemName.BrightPurpleDye,1037,ItemName.SilverDye,1,deconstruct
1048,ItemName.BrightVioletDye,1017,ItemName.VioletDye,1,deconstruct
1048,ItemName.BrightVioletDye,1037,ItemName.SilverDye,1,deconstruct
1049,ItemName.BrightPinkDye,1018,ItemName.PinkDye,1,deconstruct
1049,ItemName.BrightPinkDye,1037,ItemName.SilverDye,1,deconstruct
1050,ItemName.BlackDye,1119,ItemName.BlackInk,1,deconstruct
1051,ItemName.RedandSilverDye,1007,ItemName.RedDye,1,deconstruct
1051,ItemName.RedandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1052,ItemName.OrangeandSilverDye,1008,ItemName.OrangeDye,1,deconstruct
1052,ItemName.OrangeandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1053,ItemName.YellowandSilverDye,1009,ItemName.YellowDye,1,deconstruct
1053,ItemName.YellowandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1054,ItemName.LimeandSilverDye,1010,ItemName.LimeDye,1,deconstruct
1054,ItemName.LimeandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1055,ItemName.GreenandSilverDye,1011,ItemName.GreenDye,1,deconstruct
1055,ItemName.GreenandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1056,ItemName.TealandSilverDye,1012,ItemName.TealDye,1,deconstruct
1056,ItemName.TealandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1057,ItemName.CyanandSilverDye,1013,ItemName.CyanDye,1,deconstruct
1057,ItemName.CyanandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1058,ItemName.SkyBlueandSilverDye,1014,ItemName.SkyBlueDye,1,deconstruct
1058,ItemName.SkyBlueandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1059,ItemName.BlueandSilverDye,1015,ItemName.BlueDye,1,deconstruct
1059,ItemName.BlueandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1060,ItemName.PurpleandSilverDye,1016,ItemName.PurpleDye,1,deconstruct
1060,ItemName.PurpleandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1061,ItemName.VioletandSilverDye,1017,ItemName.VioletDye,1,deconstruct
1061,ItemName.VioletandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1062,ItemName.PinkandSilverDye,1018,ItemName.PinkDye,1,deconstruct
1062,ItemName.PinkandSilverDye,1037,ItemName.SilverDye,1,deconstruct
1063,ItemName.IntenseFlameDye,1031,ItemName.FlameDye,2,deconstruct
1064,ItemName.IntenseGreenFlameDye,1033,ItemName.GreenFlameDye,2,deconstruct
1065,ItemName.IntenseBlueFlameDye,1035,ItemName.BlueFlameDye,2,deconstruct
1066,ItemName.RainbowDye,1068,ItemName.YellowGradientDye,1,deconstruct
1066,ItemName.RainbowDye,1069,ItemName.CyanGradientDye,1,deconstruct
1066,ItemName.RainbowDye,1070,ItemName.VioletGradientDye,1,deconstruct
1067,ItemName.IntenseRainbowDye,1066,ItemName.RainbowDye,2,deconstruct
1068,ItemName.YellowGradientDye,1008,ItemName.OrangeDye,1,deconstruct
1068,ItemName.YellowGradientDye,1009,ItemName.YellowDye,1,deconstruct
1068,ItemName.YellowGradientDye,1010,ItemName.LimeDye,1,deconstruct
1069,ItemName.CyanGradientDye,1012,ItemName.TealDye,1,deconstruct
1069,ItemName.CyanGradientDye,1013,ItemName.CyanDye,1,deconstruct
1069,ItemName.CyanGradientDye,1014,ItemName.SkyBlueDye,1,deconstruct
1070,ItemName.VioletGradientDye,1016,ItemName.PurpleDye,1,deconstruct
1070,ItemName.VioletGradientDye,1017,ItemName.VioletDye,1,deconstruct
1070,ItemName.VioletGradientDye,1018,ItemName.PinkDye,1,deconstruct
1085,ItemName.DeepRedPaint,1073,ItemName.RedPaint,2,deconstruct
1086,ItemName.DeepOrangePaint,1074,ItemName.OrangePaint,2,deconstruct
1087,ItemName.DeepYellowPaint,1075,ItemName.YellowPaint,2,deconstruct
1088,ItemName.DeepLimePaint,1076,ItemName.LimePaint,2,deconstruct
1089,ItemName.DeepGreenPaint,1077,ItemName.GreenPaint,2,deconstruct
1090,ItemName.DeepTealPaint,1078,ItemName.TealPaint,2,deconstruct
1091,ItemName.DeepCyanPaint,1079,ItemName.CyanPaint,2,deconstruct
1092,ItemName.DeepSkyBluePaint,1080,ItemName.SkyBluePaint,2,deconstruct
1093,ItemName.DeepBluePaint,1081,ItemName.BluePaint,2,deconstruct
1094,ItemName.DeepPurplePaint,1082,ItemName.PurplePaint,2,deconstruct
1095,ItemName.DeepVioletPaint,1083,ItemName.VioletPaint,2,deconstruct
1096,ItemName.DeepPinkPaint,1084,ItemName.PinkPaint,2,deconstruct
1102,ItemName.LihzahrdBrickWall,5376,ItemName.LihzahrdWallUnsafe,1,item_transform
1104,ItemName.PalladiumOre,364,ItemName.CobaltOre,1,item_transform
1105,ItemName.OrichalcumOre,365,ItemName.MythrilOre,1,item_transform
1106,ItemName.TitaniumOre,366,ItemName.AdamantiteOre,1,item_transform
1125,ItemName.HoneyBlock,1124,ItemName.Hive,1,item_transform
1126,ItemName.HiveWall,1124,ItemName.Hive,1,deconstruct
1127,ItemName.CrispyHoneyBlock,1124,ItemName.Hive,1,item_transform
1128,ItemName.HoneyBucket,206,ItemName.WaterBucket,1,item_transform
1130,ItemName.Beenade,168,ItemName.Grenade,1,deconstruct
1130,ItemName.Beenade,2431,ItemName.BeeWax,1,deconstruct
1133,ItemName.Abeemination,209,ItemName.Stinger,1,deconstruct
1133,ItemName.Abeemination,1124,ItemName.Hive,5,deconstruct
1133,ItemName.Abeemination,1125,ItemName.HoneyBlock,5,deconstruct
1133,ItemName.Abeemination,1134,ItemName.BottledHoney,1,deconstruct
1134,ItemName.BottledHoney,31,ItemName.Bottle,1,deconstruct
1137,ItemName.LihzahrdDoor,1101,ItemName.LihzahrdBrick,6,deconstruct
1139,ItemName.LeadDoor,704,ItemName.LeadBar,4,deconstruct
1140,ItemName.IronDoor,22,ItemName.IronBar,4,deconstruct
1142,ItemName.LihzahrdChest,22,ItemName.IronBar,2,deconstruct
1142,ItemName.LihzahrdChest,1101,ItemName.LihzahrdBrick,8,deconstruct
1143,ItemName.LihzahrdChair,1101,ItemName.LihzahrdBrick,4,deconstruct
1144,ItemName.LihzahrdTable,1101,ItemName.LihzahrdBrick,8,deconstruct
1163,ItemName.BlizzardinaBalloon,159,ItemName.ShinyRedBalloon,1,deconstruct
1163,ItemName.BlizzardinaBalloon,987,ItemName.BlizzardinaBottle,1,deconstruct
1164,ItemName.BundleofBalloons,399,ItemName.CloudinaBalloon,1,deconstruct
1164,ItemName.BundleofBalloons,983,ItemName.SandstorminaBalloon,1,deconstruct
1164,ItemName.BundleofBalloons,1163,ItemName.BlizzardinaBalloon,1,deconstruct
1165,ItemName.BatWings,575,ItemName.SoulofFlight,20,deconstruct
1165,ItemName.BatWings,1520,ItemName.BrokenBatWing,1,deconstruct
1179,ItemName.ChlorophyteBullet,97,ItemName.MusketBall,60,deconstruct
1179,ItemName.ChlorophyteBullet,1006,ItemName.ChlorophyteBar,1,deconstruct
1184,ItemName.PalladiumBar,1104,ItemName.PalladiumOre,3,deconstruct
1185,ItemName.PalladiumSword,1184,ItemName.PalladiumBar,10,deconstruct
1186,ItemName.PalladiumPike,1184,ItemName.PalladiumBar,12,deconstruct
1187,ItemName.PalladiumRepeater,1184,ItemName.PalladiumBar,12,deconstruct
1188,ItemName.PalladiumPickaxe,1184,ItemName.PalladiumBar,18,deconstruct
1189,ItemName.PalladiumDrill,1184,ItemName.PalladiumBar,18,deconstruct
1190,ItemName.PalladiumChainsaw,1184,ItemName.PalladiumBar,12,deconstruct
1191,ItemName.OrichalcumBar,1105,ItemName.OrichalcumOre,4,deconstruct
1192,ItemName.OrichalcumSword,1191,ItemName.OrichalcumBar,10,deconstruct
1193,ItemName.OrichalcumHalberd,1191,ItemName.OrichalcumBar,12,deconstruct
1194,ItemName.OrichalcumRepeater,1191,ItemName.OrichalcumBar,12,deconstruct
1195,ItemName.OrichalcumPickaxe,1191,ItemName.OrichalcumBar,18,deconstruct
1196,ItemName.OrichalcumDrill,1191,ItemName.OrichalcumBar,18,deconstruct
1197,ItemName.OrichalcumChainsaw,1191,ItemName.OrichalcumBar,12,deconstruct
1198,ItemName.TitaniumBar,1106,ItemName.TitaniumOre,4,deconstruct
1199,ItemName.TitaniumSword,1198,ItemName.TitaniumBar,13,deconstruct
1200,ItemName.TitaniumTrident,1198,ItemName.TitaniumBar,13,deconstruct
1201,ItemName.TitaniumRepeater,1198,ItemName.TitaniumBar,13,deconstruct
1202,ItemName.TitaniumPickaxe,1198,ItemName.TitaniumBar,20,deconstruct
1203,ItemName.TitaniumDrill,1198,ItemName.TitaniumBar,20,deconstruct
